2M28420646,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,29722624.0,6656000.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB3LMBA0XG,True,True,16384,16384,100
2M291001F0,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,149094400.0,70966272.0,3.3.1.648 (MU5),3.3.1.671 (P136),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB3LMB10IL,True,True,16384,16384,100
2MK5530274,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,82280448.0,15370240.0,3.3.1.410 (MU2),3.3.1.568 (P96),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,K2Q35-63001,PDSETB1LM9K0SS,False,True,16384,16384,100
2MK7010114,3.3.1.410 (MU2),HPE_3PAR 8400,2.0,112181248.0,16662528.0,3.3.1.410 (MU2),3.3.1.568 (P96),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,H6Y95-63001,PFLKQA3LM490TJ,True,True,16384,16384,100
2MT815A16C,3.3.1.460 (MU3),HPE_3PAR 20450,4.0,351436800.0,66443264.0,3.3.1.460 (MU3),3.3.1.599 (P108),3.3.1.460 (MU3),3.3.1.522 (P58),3,FXN,C8S83-60514,EVYBVA2KN87007,False,True,196608,262144,100
2MT815A17E,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,69984256.0,25873408.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),0,FXN,K2Q35-63001,PFLKQB1LMAA0AG,True,True,16384,16384,100
2MT842A4YR,3.3.1.648 (MU5),HPE_3PAR 20450,4.0,937426944.0,607524864.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,C8S83-60514,EVYBVA2KN92002,True,True,196608,262144,100
2MT845A59L,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,8945664.0,2477056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB3LMBA0PS,True,True,16384,16384,100
2MT919A7SJ,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,8945664.0,2477056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB3LMBH0ZM,True,True,16384,16384,100
2MT919A7W1,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,8945664.0,2477056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB3LMBK0BE,True,True,16384,16384,100
2MT923A864,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,8945664.0,2477056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB3LMBK0N6,True,True,16384,16384,100
2MT926A8LF,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,8945664.0,2477056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB4LMC607P,True,True,16384,16384,100
2MV904002N,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,20582400.0,2849792.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQB3LMBA173,False,True,16384,16384,100
4C10190872,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,13959168.0,4453376.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB4LMCC025,True,True,16384,16384,100
4C11170932,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,65177600.0,4846592.0,3.3.1.648 (MU5),3.3.1.687 (P140),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQC1LMEP0E7,True,True,16384,16384,100
4C16424481,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,190361600.0,68525056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Z17-63001,PDSETB4LM4009Y,False,True,65536,32768,100
4C16474979,3.3.1.410 (MU2),HPE_3PAR 8400,4.0,326127616.0,155582464.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,H6Y95-63001,PFLKQA1LM230GQ,True,True,16384,16384,100
4C16495414,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,112689152.0,50018304.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,K2Q35-63001,PFLKQA3LM481AW,True,True,16384,16384,100
4C17242997,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,58572800.0,28179456.0,3.3.1.648 (MU5),3.3.1.723 (P170),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQA4LM7410O,False,True,16384,16384,100
4C17293978,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,165576704.0,36457472.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQA4LM740QH,True,True,16384,16384,100
4C18170763,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,26836992.0,13620224.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),1,FXN,K2Q35-63001,PFLKQB3LMAM0PK,True,True,16384,16384,100
4C18425986,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,15196160.0,4942848.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQA2LM390CF,True,True,16384,16384,100
4C18501578,3.3.1.410 (MU2),HPE_3PAR 8440,2.0,58572800.0,8803328.0,3.3.1.410 (MU2),3.3.1.625 (P113),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,H6Y97-63001,PFLKQB3LMAM0PQ,True,True,65536,32768,100
4C19022177,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,403341312.0,302405632.0,3.3.1.648 (MU5),3.3.1.723 (P170),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y97-63001,PFLKQB3LMBC0SQ,True,True,65536,32768,100
4C19195284,3.3.2.159 (MU1),HPE_3PAR 8440,4.0,703070208.0,45470720.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),2,FXN,H6Y97-63001,PFLKQB4LMC00LL,False,True,65536,32768,100
5UN8156442,3.3.1.460 (MU3),HPE_3PAR 9450,4.0,351436800.0,286779392.0,3.3.1.460 (MU3),3.3.1.599 (P108),3.3.1.460 (MU3),3.3.1.522 (P58),3,FXN,Q0E92-63003,EWDMH0BKNBN001,False,True,98304,131072,100
5UN8256APV,3.3.1.648 (MU5),HPE_3PAR 9450,4.0,820248576.0,210331648.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,Q0E92-63003,EWDMHA3KNAS00A,True,True,98304,131072,100
5UN9067534,3.3.1.648 (MU5),HPE_3PAR 9450,4.0,585891840.0,413890560.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),2,FXN,Q0E92-63003,EWDMHA4KNBH009,False,True,98304,131072,100
5UN9207LF0,3.3.2.159 (MU1),HPE_3PAR 9450,4.0,292945920.0,220163072.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,Q0E92-63003,QWFXPA1D966Z0T,True,True,98304,131072,100
5UN9237PPF,3.3.1.648 (MU5),HPE_3PAR 9450,4.0,585728000.0,94553088.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),2,FXN,Q0E92-63003,EWDMHA4KND200G,False,True,98304,131072,100
7CE041P0KP,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,87859200.0,47546368.0,3.3.1.648 (MU5),3.3.1.695 (P150),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Z17-63001,PFLKQB5LME80E1,True,True,65536,32768,100
7CE534P240,3.2.2.530 (MU3),HP_3PAR 8440,4.0,54804480.0,7678976.0,3.2.2.530 (MU3),3.2.2.715 (P97),3.2.2.530 (MU3),3.2.2.530 (MU3),0,FXN,H6Y97-63001,PDSETB1LM8M0D3,False,True,65536,32768,100
7CE549P2WF,3.2.2.709 (MU6),HP_3PAR 8400,2.0,42082304.0,10690560.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,H6Y95-63001,PDSETB3LM9Q1UH,True,True,16384,16384,100
7CE552P307,3.3.1.648 (MU5),HPE_3PAR 8400,4.0,236650496.0,13771776.0,3.3.1.648 (MU5),3.3.1.687 (P140),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Y95-63001,PDSETB3LM9U00F,False,True,16384,16384,100
7CE603P6VB,3.3.2.159 (MU1),HPE_3PAR 8400,2.0,48381952.0,3822592.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,H6Y95-63001,PDSETB3LM9U125,True,True,16384,16384,100
7CE618P0LB,3.2.2.709 (MU6),HP_3PAR 8400,2.0,40257536.0,2508800.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,H6Y95-63001,PFLKQA1LM18008,True,True,16384,16384,100
7CE714P1RU,3.3.1.648 (MU5),HPE_3PAR 8440,2.0,263577600.0,91814912.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y97-63001,PFLKQA4LM740QE,True,True,65536,32768,100
7CE848P14H,3.3.1.460 (MU3),HPE_3PAR 8200,2.0,25817088.0,6148096.0,3.3.1.460 (MU3),3.3.1.576 (P97),3.3.1.460 (MU3),3.3.1.522 (P58),1,FXN,K2Q35-63001,PFLKQB3LMBI0IE,False,True,16384,16384,100
7CE911P1ZN,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,7827456.0,5028864.0,3.3.1.410 (MU2),3.3.1.530 (P76),3.3.1.410 (MU2),3.3.1.482 (P45),0,FXN,K2Q35-63001,PFLKQB4LMBX01H,True,True,16384,16384,100
7CE917P28V,3.3.1.648 (MU5),HPE_3PAR 8400,2.0,101285888.0,78312448.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y95-63001,PFLKQB4LMC30E9,True,True,16384,16384,100
7CE947P0Z1,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,8945664.0,3892224.0,3.3.1.410 (MU2),3.3.1.625 (P113),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,K2Q35-63001,PFLKQB5LMCZ0KN,False,True,16384,16384,100
BRL1420WJB,4.5.15.9,HPE_3PAR A630,2.0,58572800.0,7902208.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMFJ01Z,True,True,105152,25600,100
CZ20040453,4.5.15.9,HPE_3PAR A650,2.0,292945920.0,51980288.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z57-63003,PWRCKB1LMCY078,True,True,210624,51200,100
CZ20060B53,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,41164800.0,22337536.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB4LMCP08U,False,True,16384,16384,100
CZ20130DPY,3.3.1.648 (MU5),HPE_3PAR 8440,2.0,175718400.0,39709696.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y97-63001,PDSETB1LM9K0J1,False,True,65536,32768,100
CZ20140D66,4.5.21.3,HPE_3PAR A630,2.0,117170176.0,45673472.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMFJ02U,True,True,105152,25600,100
CZ201703PG,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,51609600.0,16732160.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQB5LMD109U,True,True,16384,16384,100
CZ203208LB,3.3.1.648 (MU5),HPE_3PAR 8440,2.0,59004928.0,6360064.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y97-63001,PFLKQB5LMDV0GC,False,True,65536,32768,100
CZ203301RD,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,298721280.0,36501504.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB5LMDI0ZC,False,True,16384,16384,100
CZ20330GW8,4.5.15.9,HPE_3PAR A650,4.0,263577600.0,116504576.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,2,FXN,N9Z57-63003,PWRCKB5LMDT0C4,False,True,210624,51200,100
CZ203603GN,4.5.15.9,HPE_3PAR A670,4.0,322150400.0,76597248.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,3,FXN,N9Z59-63003,PWRCKB4LMD408I,False,True,414400,109568,100
CZ20370JB0,4.5.15.9,HPE_3PAR C630,2.0,236077056.0,168720384.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMDN03A,True,True,105152,25600,100
CZ21160538,4.3.3.2,HPE_3PAR A650,2.0,102531072.0,25543680.0,4.3.3.2,4.3.2.4,4.3.0.45,4.3.0.84,0,FXN,N9Z57-63003,PWRCKB5LMES04B,True,True,208576,53248,100
CZ212603S2,4.5.21.3,HPE_3PAR A630,2.0,102531072.0,63132672.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB5LMEX08L,False,True,107200,23552,100
CZ21290LWK,4.5.7.8,HPE_3PAR A630,2.0,36608000.0,17460224.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,0,FXN,N9Z55-63004,PWDRQB5LMFD0GD,False,True,105152,25600,100
CZ21390HVX,9.5.15.9,HPE Alletra 9060,4.0,292945920.0,118742016.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,0,FXN,R0P00-63001,PWRCEC6LMFA08J,True,True,210624,51200,100
CZ21410KMK,9.5.15.9,HPE Alletra 9080,4.0,117145600.0,85723136.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,3,FXN,R0N95-63001,PWRCEC6LMFA020,False,True,675520,109568,100
CZ22090D0Z,4.4.1.7,HPE_3PAR A650,2.0,58572800.0,11138048.0,4.4.1.7,4.4.1.7,4.4.0.47,4.4.0.59,1,FXN,N9Z57-63003,PWRCKB1LMCS06U,True,True,210624,51200,100
CZ22110DZ0,9.5.15.9,HPE Alletra 9060,2.0,161120256.0,53755904.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,0,FXN,R0P00-63001,PWRCED5LMH507U,True,True,210624,51200,100
CZ22190PQ4,4.5.15.9,HPE_3PAR A650,4.0,117145600.0,92248064.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,2,FXN,N9Z57-63003,PWRCKB5LMG806Y,False,True,210624,51200,100
CZ22300BR6,9.5.8.2,HPE Alletra 9060,2.0,200890368.0,68305920.0,9.5.8.2,9.5.7.8,4.5.0.35,9.5.7.8,0,FXN,R0P00-63001,PWRCED4LMGR07T,True,True,210624,51200,100
CZ223306M7,4.5.18.20,HPE_3PAR C650,4.0,860516352.0,285497344.0,4.5.18.20,4.5.18.20,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKB5LMGU08K,True,True,210624,51200,100
CZ224008M2,9.5.7.8,HPE Alletra 9060,4.0,146432000.0,31496192.0,9.5.7.8,9.5.7.8,4.5.0.35,9.5.7.8,1,FXN,R0P00-63001,PWRCED5LMH30DB,True,True,210624,51200,100
CZ224201QL,4.5.21.3,HPE_3PAR A650,2.0,102531072.0,59728896.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,0,FXN,N9Z57-63003,PWRCKD5LMH201G,True,True,210624,51200,100
CZ22460FDY,9.5.15.9,HPE Alletra 9060,2.0,36597760.0,27999232.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,1,FXN,R0P00-63001,PWRCED5LMH505P,True,True,210624,51200,100
CZ2247008G,4.5.21.3,HPE_3PAR A650,4.0,175767552.0,114246656.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,2,FXN,N9Z57-63003,PWRCKB1LMCY001,False,True,210624,51200,100
CZ23010525,,HPE_3PAR A630,2.0,87859200.0,63697920.0,4.5.11.14,4.5.11.14,4.5.0.35,4.5.11.14,0,FXN,N9Z55-63004,PWDRQC5LMH9050,True,True,105152,25600,100
CZ230500NL,9.5.21.3,HPE Alletra 9060,2.0,200890368.0,169374720.0,9.5.21.3,9.5.21.3,4.5.0.35,9.5.15.9,0,FXN,R0P00-63001,PWRCED4LMGM05B,True,True,210624,51200,100
CZ240308YN,9.5.15.9,HPE Alletra 9060,2.0,229588992.0,132514816.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,1,FXN,R0P00-63001,PWRCED5LMIP02T,False,True,210624,51200,100
CZ2550026D,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,139489280.0,40760320.0,3.3.1.648 (MU5),3.3.1.723 (P170),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQD1LMFH063,False,True,16384,16384,100
CZ263804Q8,3.3.1.648 (MU5),HPE_3PAR 8400,4.0,195870720.0,103536640.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y95-63001,PFLKQA2LM300BC,False,True,16384,16384,100
CZ264504N5,3.3.1.648 (MU5),HPE_3PAR 8400,4.0,161075200.0,95121408.0,3.3.1.648 (MU5),3.3.1.723 (P170),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Y95-63001,PFLKQA2LM43008,False,True,16384,16384,100
CZ272701HG,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,58572800.0,31319040.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PFLKQA4LM690ZD,False,True,16384,16384,100
CZ2826087G,3.2.2.709 (MU6),HP_3PAR 8440,4.0,286621696.0,106508288.0,3.2.2.709 (MU6),3.2.2.725 (P99),3.2.2.709 (MU6),3.2.2.709 (MU6),2,FXN,H6Y97-63001,PFLKQA4LM650MK,False,True,65536,32768,100
CZ2829057D,3.3.2.159 (MU1),HPE_3PAR 8450,4.0,58572800.0,23402496.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),3,FXN,H6Z17-63001,PFLKQA3LM570HX,False,True,65536,32768,100
CZ28450L09,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,35063808.0,13070336.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQB3LMBF0GA,True,True,16384,16384,100
CZ290201Z2,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,40257536.0,15484928.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB3LMBK0CQ,True,True,16384,16384,100
CZ29030LV2,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,106588160.0,46811136.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQB4LMBM01R,True,True,16384,16384,100
CZ290707WH,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,35672064.0,9231360.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PFLKQA4LM5907I,False,True,16384,16384,100
CZ29180CL3,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,36597760.0,31519744.0,3.3.1.648 (MU5),3.3.1.723 (P170),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB4LMBX0FD,False,True,16384,16384,100
CZ29290BDM,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,63462400.0,11344896.0,3.3.1.410 (MU2),3.3.1.568 (P96),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,K2Q35-63001,PFLKQB4LMC60YC,True,True,16384,16384,100
CZ2937037W,3.3.1.648 (MU5),HPE_3PAR 20850_R2,8.0,878346240.0,305039360.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),7,FXN,Q0E92-63003,EWGQAA1PUCH2XZ,False,True,196608,262144,100
CZ29390S8S,3.3.1.648 (MU5),HPE_3PAR 8400,2.0,188911616.0,131935232.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y95-63001,PFLKQA4LM7506Y,True,True,16384,16384,100
CZ2941156F,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,273759232.0,150522880.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQB4LMCC0FU,True,True,16384,16384,100
CZ294204B4,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,124647424.0,19489792.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),1,FXN,K2Q35-63001,PFLKQB3LMB50M3,False,True,16384,16384,100
CZ294315P9,4.5.15.9,HPE_3PAR A650,2.0,131825664.0,27325440.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKB1LMCI04X,False,True,210624,51200,100
CZ2D0L053C,9.5.21.3,HPE Alletra 9060,2.0,344383488.0,234609664.0,9.5.21.3,9.5.21.3,4.5.0.35,9.5.15.9,0,FXN,R0P00-63001,PWRCED5LMIX04H,True,True,210624,51200,100
CZ3542K3NM,3.2.2.612 (MU4),HP_3PAR 8200,2.0,14639104.0,6850560.0,3.2.2.612 (MU4),3.2.2.724 (P98),3.2.2.612 (MU4),3.2.2.612 (MU4),0,FXN,K2Q35-63001,PDSETB1LM9F014,True,True,16384,16384,100
CZ3601VYFJ,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,25751552.0,3859456.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PDSETB3LM9U06G,False,True,16384,16384,100
CZ36103N03,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,116801536.0,52764672.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PDSETB3LM9V0EZ,False,True,16384,16384,100
CZ36124SXW,3.3.1.460 (MU3),HPE_3PAR 8200,2.0,35676160.0,12644352.0,3.3.1.460 (MU3),3.3.1.529 (P77),3.3.1.460 (MU3),3.3.1.522 (P58),1,FXN,K2Q35-63001,PDSETB3LM9Y0XK,False,True,16384,16384,100
CZ36145TMF,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,36597760.0,19736576.0,3.3.1.648 (MU5),3.3.1.687 (P140),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PDSETB3LM9Z00T,True,True,16384,16384,100
CZ3631HRXN,3.3.1.410 (MU2),HPE_3PAR 8400,3.0,49020928.0,5913600.0,3.3.1.410 (MU2),3.3.1.568 (P96),3.3.1.410 (MU2),3.3.1.552 (P90),2,FXN,H6Y95-63001,PDSETB3LM9U0JE,False,True,16384,16384,100
CZ3640TKCL,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,444030976.0,181200896.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y97-63001,PFLKQA2LM300XY,False,True,65536,32768,100
CZ3642WJ45,3.2.2.709 (MU6),HP_3PAR 8400,4.0,54853632.0,16672768.0,3.2.2.709 (MU6),3.2.2.774 (P138),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,H6Y95-63001,PFLKQA2LM3015M,False,True,16384,16384,100
CZ36472HE1,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,446324736.0,49152.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQA3LM4803N,True,True,16384,16384,100
CZ3702A2TA,3.3.1.648 (MU5),HPE_3PAR 20450,4.0,585891840.0,203476992.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),2,FXN,C8S83-60514,EVYBVA2PU58DXD,False,True,196608,262144,100
CZ3703BEES,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,30162944.0,7791616.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PFLKQA3LM540FM,False,True,16384,16384,100
CZ3703BK8B,3.2.2.709 (MU6),HP_3PAR 8200,2.0,70086656.0,16438272.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,K2Q35-63001,PDSETB3LM9N0WW,False,True,16384,16384,100
CZ3714TE1R,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,351535104.0,83351552.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),2,FXN,H6Z17-63001,PFLKQA3LM520YA,False,True,65536,32768,100
CZ37191860,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,164987904.0,22614016.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQD1LMFG0FQ,False,True,16384,16384,100
CZ3737S5XN,3.3.1.460 (MU3),HPE_3PAR 8200,2.0,73216000.0,8920064.0,3.3.1.460 (MU3),3.3.1.599 (P108),3.3.1.460 (MU3),3.3.1.522 (P58),0,FXN,K2Q35-63001,PFLKQC1LMET03Z,False,True,16384,16384,100
CZ374314CT,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,35063808.0,24291328.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PFLKQA8LM861GR,False,True,16384,16384,100
CZ37453XBW,3.3.1.648 (MU5),HPE_3PAR 8400,4.0,523763712.0,263563264.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Y95-63001,PFLKQD1LMFG0IC,False,True,16384,16384,100
