231,800-200012.02,CNX24904XK,CHN,0,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z47A,DCN5
232,800-200012.02,CNX24904XK,CHN,0,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z50A,DCS12
233,800-200012.02,CNX24904XK,CHN,1,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z47A,DCN5
234,800-200012.02,CNX24904XK,CHN,1,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z50A,DCS12
235,800-200012.02,CNX24904XK,CHN,1,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z50A,DCS12
236,800-200012.02,CNX24904XK,CHN,1,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z47A,DCN5
237,800-200012.02,CNX24904XK,CHN,1,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z50A,DCS12
238,800-200012.02,CNX24904XK,CHN,2,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z47A,DCN5
239,800-200012.02,CNX24904XK,CHN,2,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z50A,DCS12
240,800-200012.02,CNX24904XK,CHN,2,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z50A,DCS12
241,800-200012.02,CNX24904XK,CHN,2,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z47A,DCN5
242,800-200012.02,CNX24904XK,CHN,2,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z50A,DCS12
243,800-200012.02,CNX24904XK,CHN,3,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z47A,DCN5
244,800-200012.02,CNX24904XK,CHN,3,2,0602,1,HPE     600 IOM,IOM 1,P04033-001,N9Z50A,DCS12
